content_title,f0_
"Woman on Top",19
"The Short Game",22
"The Five",40726
300,280
Scoop,29
"Dancing With the Stars",31
Selena,290
"Sister Code",3620
"News 8 at 5:30pm",1318
"American Ninja Warrior",5670
"Newschannel 13 Live at 5",299
"Let the Church Say Amen",50
"7 News Daybreak at 8:00AM on CW62",52
"WAVY News 10 Today at 6am",1332
"Billy Two Hats",53
"The Night of the Hunter",56
"Ziggy Marley: Fly Rasta: Headliner Club",59
"Why Did I Get Married?",59
SportsCenter,206652
"FOX 51 News at 10pm LIVE",62
"News 8 at 6:00pm",318
"Stir of Echoes",5696
"College Baseball Live",67
"One Fine Day",2116
"10 News Brightside",325
"Jumping the Broom",27462
"KCAU9 News at 6pm",71
Wrecker,76
"More Money More Family",2637
"Live PD",75351
"Neighbors 2: Sorority Rising",5466
"WMBF News at 6",91
"The 700 Club",8285
"WXII 12 News at 6am",863
"Good Day Early Call",867
"WGEM News at 10",102
"Never Let Me Go",103
"Whose Line Is It Anyway?",2663
"Walk the Prank",4972
"WDSU News at 6",366
Precious,1136
"17 News at Noon",113
"Everybody Hates Chris",10865
"¡El horno más seguro de América! ¡Cocine sin flamas y sin peligro!",117
"Lab Rats: Bionic Island",4469
"The Amazing World of Gumball",7543
"Amor bravío",14459
"Motives & Murders: Cracking the Case",8316
"L.A. Burning: The Riots 25 Years Later",2173
"How It's Made",6271
"Rob Dyrdek's Fantasy Factory",640
"Fox Morning News at 5",896
"WYFF News 4 at 4pm",647
"Street Outlaws: Full Throttle",136
Laura,9356
"New Tricks",141
"Wake Up Washington at 4:30am",143
"Outrageous Acts of Science",149
"Rob & Chyna",407
"Canadian Bacon",664
"News Center 7 Nightbeat",664
"WOWT 6 News: Daybreak 2",664
"NewsChannel 4 at 5PM",669
"Noticiero Univisión: Edición Nocturna",15261
"Puppy Dog Pals",26271
"Local 5 Live",160
"Love & Hip Hop: Atlanta",8097
"Johnny Mnemonic",167
"Fly-Away Baby",1193
"NFL Insiders",11946
"WYFF News 4 at 4:30am",176
"KDKA Morning News-5AM",432
"The Big House",1713
"I Am Number Four",1458
"3 Plus You",181
"Entertainment Tonight",44982
"11 News Today",953
"Avengers: Age of Ultron",452
"FOX 17 This Morning",1221
Phantoms,199
Biography,202
EDtv,974
"News 8 at 6am",207
"Mystery Diners",5328
"Boomer & Carton",2004
"Outside the Lines",9175
"Local 15 News at 6pm",218
"CBS12 News at 11:00P",220
"Bob's Burgers",32736
"Harold & Kumar Escape From Guantanamo Bay",739
"Leprechaun: Back 2 tha Hood",489
Daytime,496
"On the Town",5619
"Transformers Rescue Bots",1013
Extranormal,248
"WSAZ NewsChannel 3 Today",506
"WRAL 12:30 Report",511
"Heartland Bowhunter",768
"Dakota Life",1
"The True Story of the Mary Celeste",1
"SpaceCast Weekly",2
"WSAV News 3",2
"Quilt in a Day",4
"KOMO 4 News Sunday 11:00pm",4
"Newswatch 16 at 6pm",517
"WCCB News Got Game",6
Divided,9
"Rev. Run's Renovation",265
"Iyanla Fix My Life",1801
"Trophy Hunters TV",10
"Save Hundreds even thousands with TING Mobile",11
"TMZ Live",18445
"K5 News Special: Bigger Than Baseball",18
"Good Day Rochester",786
"Stanley and Livingstone",20
"The Street With No Name",1303
Hoy,12567
"Port Protection",10008
"One on One With Steve Adubato",25
"WFXR News Good Day Virginia at 6",26
"Too Cute!",1308
"FOX 51 News at 5pm LIVE",30
"The House on Skull Mountain",32
"Buying Alaska: Best Views",1568
"The Making Of: Neighbors 2: Sorority Rising",289
"FOX13's Good Day Tampa Bay 7:00A",1317
"Channel 2 News at 6:30PM",294
"KSL 5 News at Noon",296
"The Tomb",44
"Team Umizoomi",1325
"The Factor",78125
Replikator,46
Leverage,303
"NewsChannel 5 at 6PM",1072
"Golf Central Pregame",2864
"Cooper's Treasure",22321
"A Job to Kill For",50
"KCAU9 News at 5pm",52
"13 WMAZ Mornin'",308
"Mystery at the Valley River Inn",58
"Property Brothers: Buying & Selling",2106
"Team Fitzgerald Vintage Country Lifestyle",60
"CBS 13 News at 6p",316
"WTOC THE News at Daybreak 430am",62
"War Dogs",16194
"Dirty Harry",2627
"Action News Sports Sunday",69
Riverdale,1607
"ABC 7 Nightside",76
"Good Day Orlando at 9am",589
"WJCL 22 News at 5",79
"48 Hours: Hard Evidence",85
"Hall & Oates Chicago Foreigner",1365
"Talking With Chris Hardwick",344
Underground,9048
"NHRA in 30",1626
"Fox 61 Morning News",349
"Channel 4 News Today",1629
"WKYT This Morning at 5:00 AM",95
"Alaskan Bush People: Alaskan Grit",97
"10/11 First at Four",97
"Designing Spaces",609
"Central PA Live",100
"Eyewitness News 5:00PM",4710
"Your World With Neil Cavuto",31081
"11 News at 5AM",620
"KOMO 4 News 11:00am",621
"Minnesota Bound",114
"News Channel 9: First at Four",114
"KRCG 13 Live at 10:00",116
"The Fight Game With Jim Lampley",2932
Hannity,61304
"Pokémon: XY Kalos Quest",3193
"Yankees Pregame Show",129
"Crónicas de Sábado",136
"Real Time With Bill Maher",140
"Dr. Miami",3212
"Steve Harvey",39564
Reincarnated,142
"Hubble's Amazing Universe",144
"KOIN 6 News at 6am",404
"Fox13 News- Good Day Utah 6AM",660
"Gone in 60 Seconds",152
"Alice in Wonderland",409
"NewsChannel 9 at 5:00pm",154
"Sex and the City",14748
"KBOI 2 News at 4:00p",160
"Daily News Live!",416
"Lynyrd Skynyrd: One More for the Fans",928
"News 4 Today",929
"Tyler Perry's Meet the Browns",2465
"Odd Squad",2465
"WSBT 22 News at 5",162
"Hamilton's Pharmacopeia",1188
"Hair Growth Secrets!",166
"FOX 45 News at 6:30",167
"WLKY News at Noon",425
"WRAL's 8am News on Fox50",426
"Young Guns",1196
"NewsCenter 16 at 5:30",174
"WKYT News at Noon",175
"Lights Out",1204
"Primetime Justice With Ashleigh Banfield",5044
"NASCAR Race Hub",695
"CBS11 at 11",699
"Kiss Me Goodbye",190
"KARE 11 News at 5",702
Brockmire,3530
"The Real Housewives of Beverly Hills",58828
"Roll Bounce",466
"The Conjuring",12505
"News 25 Nightside",220
"Real Milwaukee",734
"NFL Classic Games",226
"Cavuto: Coast to Coast",5346
Pixels,485
"A Taste for Murder",13286
"The Doctor Blake Mysteries",233
"15 News at 10",234
"Secrets of an Undercover Wife",6637
Supernatural,73709
"The News at 10",240
"ABC27 News Daybreak at 6:00A",498
"Steel Magnolias",1267
"KIRO 7 News at 5:30PM",500
"Morning News at 5",247
"8 News Now at 5PM",249
"7 News at 5PM",251
"ABC12 News at Eleven",253
"WVTM 13 News at 6:30pm",256
"D.C. United Postgame",1
"2News Works for You at 10p-SA",1
"Endless Meals with the Micro Chef",1
"News 13 Tonight",257
"Beloved Infidel",2
Madhouse,2
"NewsChannel 9 at 9",3
"Married to the Mob",5
"Livin' The Dream",7
"Why Pressure Cooker?",7
"Gotham Comedy Live",3847
"NuWave Brio Digital Air Fryer Worry-Free Fried Foods",8
"Hustle & Soul",17928
Dana,265
"Fox 8 News at 5pm",266
"Why Use a Pressure Cooker?",522
"Men in Black II",2826
"Gaither Gospel Hour",11
"ABC 10 News at 11pm",12
"Sounders FC Post-Match Show",14
"Cook's Country",19
"Venga la Alegría",19
"Victory with Paul Daugherty",20
"41 NBC News at 6 PM",22
"Dragon Island",23
"Mavis Staples: I'll Take You There - Celebrating 75 Years",29
"Sid Roth's It's Supernatural!",286
"A Walk Among the Tombstones",288
976-EVIL,33
"Rocky V",38
"Judgment at Nuremberg",294
"Total Team Roping",42
"Backcountry Rescue",42
"13 News at 11p",42
"The Sweetest Thing",1322
"A Very Harold & Kumar Christmas",4651
"Texas Flip N Move",7468
"The Wolf of Wall Street",46
"Fox29 Sports Sunday",49
"Carolina & Co.",52
"Save time and take the work out of cleaning with Turbo Scrub!",62
"Siouxland News at 9 on FOX 44",64
"ABC7 Eyewitness News at 10pm",5188
"In the Kitchen With David",69
"Me Myself & Irene",70
"How to Lose a Guy in 10 Days",326
"Closing Bell",6475
"KTVU Mornings on 2 at 9am",1101
"NBC5 News at 10PM",1869
"Eyewitness News This Morning at 6:00am",1615
Savages,3925
"Tiki and Tierney",598
"FOX 40 News at 8:00am",598
"Cream: Farewell Concert",88
"News4 NY at 11AM",1371
"Fox 13 News Live at Noon",349
"The Amazing Race",176480
"Rick and Morty",4705
"ABC Action News at 5:30 PM",356
"WCCO 4 News at Five",868
"Morning Report Early Edition",873
"ABC 11 Eyewitness News at 5:00AM",364
"The News On 6 at Five",628
"Channel 2 Action News at 5:30AM",1398
"Throwback Thursday",120
"CBS12 News This Morning at 9:30AM",121
"CBS6 News at Noon",121
"FOX8 News at 4:30A",123
"Best of CenterStage",125
"Six in the Morning",1919
"The Desert Rats",384
"House to Home",20865
"KXLY 4 News at 11",133
"KARE 11 News Sunrise",1925
Emelie,392
"Cindy Crawford's Skincare Secrets",392
"Try Total Gym for $14.95",6792
"Good Day Orlando at 7am",657
"Ghost World",913
"Korean American Connection",406
Stander,152
"Spy Kids 3-D: Game Over",15513
"The Four",411
"Anacondas: The Hunt for the Blood Orchid",411
"The Wayans Bros.",4507
"Eyewitness News on KBAK at 11",156
"FOX 35 NewsEdge at 6:30pm",419
"27 News at 5PM",164
"WXII 12 News at 11",425
"Uncle Buck",172
"Buying Alaska: Off the Grid Homes",942
"Eyewitness News at 6:00",943
Beowulf,688
"In Depth With Graham Bensinger",1466
"The Talk",40126
"FOX8 News at 4:00P",447
"Good Day Columbus 8am",449
"13 News Daybreak",1217
Reba,19651
"The Color of Money",7373
"NewsChannel 9 at 6:00pm",206
"ABC10 Morning Blend at 5:30am",206
"A Neighbor's Deception",719
"Eyewitness News on KBAK at 6AM",210
"That Thing You Do!",212
"Nate & Jeremiah By Design",1748
"Total Recall",2007
"KREM 2 News at 5",218
"Frankie & Alice",219
"Morning Break",475
Turbo,222
"Fox 5 News at 10:00",3296
"The Cable Guy",3558
"FOX 10 News at 5:30AM",240
"ABC Action News at 9:00AM",496
"Wolf Hall on Masterpiece",1266
"NewsCenter 5 EyeOpener at 4:30",509
"KOIN 6 News at 5am",256
"Morning Report",2048
"Eyewitness News at 10:30PM",1
"Fox 8 News",4
"Jack Van Impe Presents",4
"Strange Inheritance",2564
"Destination: Gobi",5
"Bless the Child",1029
"Expedition Wild",6
"The Great British Baking Show",7
"11 News at 6",519
"Fox 5 News at 5",5895
"Inside the NBA",64519
"P. Allen Smith Garden Style",9
"Up in Smoke",11
"QYOU UP",12
"HSN Cooks! Event",13
"My Reading Bakery",13
"Tulsa's Channel 8 at 4",269
"Being Mary Jane",18
"Action 2 News at Five",274
"Bakery Boss",19
"Western Sports Weekly",19
"Local News at 5",19
"I Know What You Did Last Summer",25
"Maggie's Plan",26
"The Roots of Heaven",27
"13 WMAZ Eyewitness News at 10pm",28
"Chicago Blackhawks Postgame Live",5917
"The Merv Griffin Show",30
"NewsChannel 8 at 11PM",798
"Connie the Cow",33
"Mine Finds by Jay King Jewelry",2081
"Good Day Columbus 9am",292
Sommersby,299
"Bad Asses on the Bayou",44
"WGEM News at Noon",46
"A Checklist for Murder",11822
"THV11 News at 6:30",306
"Newschannel 13 Today",823
"12 News at 6",312
"5 O'Clock News",570
"Q13 News at 11",316
"Fox 6 News at 5:30",574
"Home Alone",575
"Anna Christie",65
"Tavis Smiley",836
"American Rifleman TV",69
"Dear Heart",5190
"13 News at 7p",72
Rawhide,72
"Today in St. Louis at 5:00",329
"WGEM Live at 5",75
"Never Back Down",75
"FOX19 NOW at 5",334
"Fox 2 News at 10:00pm",1102
"Playhouse Masters",81
"Shallow Hal",82
NOVA,3666
"Criminal Minds",2131
"Little Einsteins: Rocket's Firebird Rescue",84
"Is Your Dog a Genius?",1621
"Million Dollar Listing New York: Ryan's Wedding",855
Survivor,858
"The Ellen DeGeneres Show",65115
"CI Living",94
"Newschannel 13 Live at 11",351
"Channel 13 News at 4pm",607
"PIX11 Morning News 6A-7A",1380
"Eyewitness News on KBAK at 6",101
"Labor Day",101
"Channel 13 News at 5",358
"Lara Croft: Tomb Raider",103
"PAW Patrol",125288
"The 9:00am Morning Show",109
"Fox 4 News at 10",2158
"Diff'rent Strokes",116
"Lake Commandos",119
"Local 5 News at 6:00",121
Jumanji,378
"America's News Headquarters",24186
"News 8 at 5:30",123
"Samurai Jack",1659
"Action 2 News: At Noon",124
"Today in St. Louis at 5:30",638
"ABC12 News at Five",387
"IT Cosmetics - Miracle Makeup!",900
"Home Town",1927
"Vice World of Sports",395
"FOX5 News at 11:00pm",395
"cee bee Cheryl Burke - Activewear",907
"30 Minutes or Less",909
"WZZM 13 News at 5pm",142
"MTV2 Music Mix",5518
"Why Planes Crash",5780
"12 News First at 4",149
"7 News at 5:30AM",151
"The Deed: Chicago",667
"Live 5 News at 11p",160
"The Land Before Time XII: The Great Day of the Flyers",161
"5 Eyewitness News Midday",929
"KOMU 8 News at 9",164
"ABC 7 News at 5:00",677
"Wheeler Dealers",2730
Wanted,10924
"Sofia the First",38828
"ABC 4 Utah News at 5pm",178
"20/20 on ID",28341
"Today in St. Louis at 6:00",1465
"WRAL News at 5AM",700
Futurama,10684
"CBS42 News 10pm",195
"Fox 6 Wake-Up News at 6",1219
"Get Rich or Die Tryin'",196
"News Channel 3 at 5:30pm",454
"Good Morning Virginia",201
"Sports Wrap",202
"The Real Housewives of Potomac",32459
"Stalker's Prey",204
"Nature Cat",4301
"CBS 2 News at 6:00",2513
"NBC Boston Today at 5:00a",212
"Today in Iowa at 6",988
"Risky Business",736
"WFMY News 2 at Noon",225
"Great Performances at the Met",995
"North Carolina News at 6:00PM",229
"Vice Guide to Film",486
"FOX13 5:00 News",748
"FOX28 News at 10",1007
"News 9 First",249
"Indians Live Pregame",506
LAPD,1
Comedy.TV,1
"Stranger on My Land",1
"FOX 10 News at 4PM",257
"BigWater Adventures",2
"Underdog Kids",2
"On the Spectrum",3
"This Week in Louisiana Agriculture",5
"Johnny Be Good",6
"New Wave Cuisine",6
"Black Widow",262
"In the Loop",262
Speed,518
"Miracles From Heaven",1286
"This Week in AgriBusiness",7
"Greg Zipadelli's Drop Zone",8
"The Stoned Ages",265
"Fox 6 Wake-Up News at 5",268
"Diva Talk Tonite",14
"Air Patrol",15
"2News Works for You at 5p",272
"ABC16 News at 6",17
"Garfield: A Tail of Two Kitties",273
"Treasure of the Golden Condor",21
"The Princess Bride",277
"13 WHAM News Sunday",23
"Tupelo Furniture",24
"17 News at 5",537
"The Proposal",3865
"The Crowd & the Cloud",28
"Family Furniture Showcase",28
"Alaska Outdoors TV",798
"Venus and Serena",288
"ABC57 News at 5A",33
eightWest,291
"Bloomberg Markets: Asia",291
"The Detour",1829
"To Be Announced",38
"Animals Gone Wild",1830
"Bert Kreischer: The Machine",41
"The Christmas Dragon",41
"Siouxland News at 5 on KMEG",41
"Frankie and Johnny",41
"Paint Like A Pro With Paint Zoom!",298
"Our Little Sister",43
"Golf Channel Academy",45
"WZZM 13 News",46
"Nicky Ricky Dicky & Dawn",558
"Forensic Files",97071
"The Burning Bed",48
"Wave 3 News at 6",305
"Channel 11 News on Fox 53 at 10",52
"Beauty Report With Amy Morrison",822
"TNA Wrestling - One Night Only: Rivals",56
"WJCL 22 News at 6",58
"Transformers: Dark of the Moon",314
"8 News at Noon",59
"Good Day Siouxland at 5",62
"United States of Animals",10047
Hoffa,65
"Mujer Casos de la Vida Real",7489
"CBS 13 News at Noon",322
20/20,5444
"The Hampton Roads Show",327
"2 News at 6:00pm",583
"Martian Child",585
"ABC News 13 at 5",76
"By the Light of the Silvery Moon",6476
"Daytime Blue Ridge",77
"Clash of the Titans",590
"Grizzly Empire",79
"Blue Bloods",142931
"Wayne's World",85
"MLB Now",3925
"FOX 7p News",92
"CMT Music",6494
"Animal Armory",96
"Dinner at Eight",610
"THE LIFE at Table Mountain",101
"Access Hollywood Live",12645
"ABC12 News This Morning",102
Immortals,359
"Lost & Found",359
"News4 at 11",875
"Gospel Truth with Andrew Wommack",109
"12 News at 5:30",365
"WJAC-TV News at 11PM",111
"Reindeer Games",368
"FOX Champaign News at Nine",113
"Fine Jewelry & Fashion Under $10",113
"Business First With Angela Miles",121
"Pit Bulls and Parolees",633
"Junkyard Empire",890
"Paranormal Lockdown",381
"Little House on the Prairie",4477
"The Incredible Dr. Pol: Deja MOO!",130
"Knight Without Armour",386
Up,1412
"Cosplay Melee",901
"Eyewitness News Midday",395
"17 News at Sunrise",655
"Big Daddy",401
"The Lord of the Rings: The Fellowship of the Ring",657
"KCRA 3 Reports at 6:30PM",1172
"News 8 Today at 6",663
"Girl Meets World",6551
"Good Day Oregon at 6am",920
"Saltwater Experience",157
"Fly Rod Chronicles",157
"North Carolina News at 5:00PM",417
Bio-Dome,172
"KBOI 2 News at 5:30p",172
"Beasts of the Southern Wild",178
"Fast Money",1718
"Deadliest Catch",31676
"WKRG News 5 at 5",190
"News 3 Live at Eleven",446
"FOX23 News at 9",702
"Honey 2",2238
"Prison Break",60099
"CBS 6 Morning News",196
"Today in L.A.",3268
"News 4 Live at Five",201
"My West Michigan",203
Premonition,459
"LEX 18 News at Noon",204
"FOX 61 News at 11",205
"The Pioneer Woman",19149
"Fatal Honeymoon",8654
"High Heel Homicide",2511
FX2,469
"WCCB News Edge",217
"TODAY'S TMJ4 News Live at 4:30",220
"Torchy Blane in Chinatown",2269
"The Good Shepherd",2270
"Good Morning America",147171
"MSNBC Live",21481
"Fox 4 News at 5",1262
"No Strings Attached",10735
"Card Sharks",1268
"Kindred Spirits: Bonus Edition",14837
"American Archer",504
"ESPN Recruiting Nation",1020
"Strike King's Fish Hard",1
"SportsCenter 5 OT",1
"Mountain Bike Mania",2
"Hechos Nacional Tarde",2
"Bordertown: Laredo",6
"Surfer Dude",1542
"Pastor Awalski Moore",11
"TNA One Night Only: Victory Road",14
"ODU Football Show",15
"Comics Unleashed With Byron Allen",3344
"Divorce Court",6160
"The Best Thing I Ever Ate",17
"Tom Papa: Live in New York City",18
"The Magic of Ordinary Days",275
"Tom Kerridge's Proper Pub Food",23
"WBTV 3 News at 6am",793
"All Things Must Pass",26
"Chris Webber's Full Court Pranks",27
"Channel 2 Action News at 6:00PM",2851
"Guns at Batasi",36
"CBS46 News at 5pm",549
"Dan Yorke State of Mind",39
"Primer Impacto Extra",40
"NBC Connecticut News at 4",296
"Robert Klein Still Can't Stop His Leg",43
Casanova,44
"WCJB TV 20 News at Noon",47
"CBS 58 Morning News at 4:30am",47
"The Real Housewives of New York City",23856
"Liberty Ford",50
"Shootout Lane",50
"News 8 Daybreak Early Edition",308
"Pet Talk",1078
"ABC6 News at 5:30pm",55
"The Coroner: I Speak for the Dead",56
"Murder She Baked: A Deadly Recipe",316
"Recuerda y Gana",3132
"The Now Milwaukee",318
"Heart to Heart Classics",64
"Drums Along the Mohawk",64
"Eyewitness News at 4pm",321
"Siouxland News at 10 on KMEG",66
"News 4 Noon",325
"News 8 Today at 5:30am",325
"Road Hauks",328
"Fever Pitch",75
"U.S. Marshals",76
"NBC Bay Area News at 5",333
"Da Vinci's Demons",334
"Hallowed Ground Outdoors",79
"Noticias 41 Al Despertar",2128
"Spy Kids",84
"The Caretaker",85
"G.I. Joe: A Real American Hero",86
"Destination Polaris",855
"Squawk on the Street",7001
"Hot in Cleveland",3418
"My Blind Brother",95
"Zona's Awesome Fishing Show",609
"41 Action News Early Edition",98
"13abc Action News at 5:30AM",354
"First Look",6500
Somewhere,358
"Universal Church",103
"Blood and Wine",105
"NBC5 News 6A",1641
"KDKA-TV News at Noon",362
"Bill Dance Outdoors",363
"5 Eyewitness News at 4:30am",365
TMZ,36974
"Fortunes in Flipping",6004
"Fox 43 News at 4pm",117
"Action News Live at 5:00",633
"VICE News Tonight",6009
"KVUE News Daybreak at 4:30a",123
"Rocky Balboa",891
"Eyewitness News at 5:30",2173
"Tangled: The Series",31613
"ABC7 News 6:00PM",896
"Henry Repeating Arms - America's Rifle",2176
"The HUB Today",129
"The New Edition Story",391
"News 3 Live at Five",394
"Sweet Home Oklahoma",1676
"SportsCenter With Scott Van Pelt",23187
"Larry King Special Report",922
"NBA Basketball",807835
"Basketball Wives Showdown: Evelyn vs Tami",156
"Birding Adventures",412
"THV11 This Morning at 6A",414
Hercules,1183
"News 4 New York at 5",3743
"The 7:30pm News on KTVU Plus",160
"FOX 40 News at 4:30am",167
"KCCI 8 News This Morning",935
"News 9 at 6:00 PM",680
"2 News at Noon",428
"NBC 10 News Today at 11a",942
"The Shallows",687
"CBS2 This Morning Early Edition",180
"WTOL 11 News Now at 5",438
"News 8 Daybreak 6:00am",1463
"News With A Twist",444
"27 News at 6PM",195
"Fox 8 Morning Edition at 8am",451
"Fox13 News: Good Day Utah 8AM",707
"To Rome With Love",200
"Training Day",6090
"This Weekend",204
Vera,204
"The Brothers Grimm",465
"News 8 at Six",216
"American Jihad",984
"King of Kings",218
"News 3 News at Noon",223
"Best of The Dan Patrick Show",740
"The Three Stooges",9961
"Full House",17900
"KARK 4 News at 5",240
"ABC 33/40 News",244
"Eyewitness News 6:00PM",2548
"Fox 43 Sportswrap",247
"ABC 11 Eyewitness News at 4:00pm",765
"Through the Bible With Les Feldick",510
"Channel 11 News at 11PM",1022
Lopez,511
"Newschannel 5 at Ten Late Edition",1
"Organized Options",1
"Roberta's Unique Gardens",1
"The Happi House",1
Shopping,3
"The Ultimate Fighter",13059
"Dog Town USA",4
"10 News at 11pm",4
"American Experience",4
"Lose up to 13 Lbs In One Month",4
"CBS 2 News at 6PM",2822
"Stone Age",9
"Real Sports Live",10
"Carolina AM",12
"Best of the Week",14
"ABC7 Sports Sunday",16
"11 Alive News Tonight",785
"Fox 42 News Encore",19
"KTVO News at 6",21
"La Reina de la Canción",25622
"Candy Queen",23
"Local 5 News",24
"Raw Travel",27
"America's Newsroom",56348
"ABC 6 News at 11",30
"13abc Action News at 5:00PM",287
"WSBT 22 News First at 4",290
"Catch 21",1314
"Jefferson Parish Stories",35
Snapped,32291
"KRON 4 Early News",804
"2News at Noon",39
"ABC12 News at 5:30p",296
"WFMY Sports Special",43
"Murder She Baked: Just Desserts",305
"Fox13 News: Good Day Utah 5:30AM",305
"Mechanic: Resurrection",6449
"7 Eyewitness News at 6am",311
"Eyewitness News at 10:00PM",571
"Still Open All Hours",66
"Paranormal Activity 2",70
"The Red Green Show",70
"WCCO 4 News at Noon",585
"A Stranger in My Home",1354
"ABC 17 News at 5",75
"NBC 24 News",78
"American Housewife",79
"South Beach Classics",335
"CBS 5 News at 5pm",81
"WOWT 6 News: Daybreak 4:30am",83
"Big Fish",1876
"Search Party",345
"Eyewitness News at 12",346
"wusa 9 News at 5pm",603
"Top Shot",95
"FOX 45 News at Six on ABC",95
"Haunted Case Files",97
"HOI News at 10",98
"KHQA News at 10",99
"FOX13's Good Day Tampa Bay 5:00A",867
"Transformers Prime",106
"Wisconsin Football Classic",365
"Daybreak at 4:30",110
"News at Noon",117
"Jaws III",375
"WSBT 22 News at 11",125
"CT Style",127
"Morning News at 7",384
"ABC 13 News at 11",132
"Drinking Made Easy",133
"KXAN News at 5",389
"More Sex Less Stress",662
"FOX13 11:00 News",1430
"Fox 5 News Edge",2200
"Saving Hope",412
Idiocracy,416
"Eyewitness News at 6pm",420
"KNDU Local News at 5",165
"News 25 Today",422
"KTVU FOX 2 News at 6pm",1190
"KSEE24 News at 6:30PM",168
"Mr. Popper's Penguins",168
"KARK 4 Today",680
Idiotest,8872
"Wicked Tuna",1453
"Child's Play 2",686
"Channel 2 Action News at 12:30PM",1454
"KTVU Mornings on 2 at 7am",2990
"Midnight Cowboy",1970
"FOX 9 at 9p",2739
"Fox Chicago Final Word",181
"No Good Deed",181
"CBS 11 News This Morning at 6AM",954
"The Mary Tyler Moore Show",1989
"Shaun of the Dead",967
"The Scout",457
"American Crime",9933
"ABC27 News at 7P",207
"Como Dice el Dicho",12754
"CBS Evening News With Scott Pelley",55251
"21 Jump Street",33240
"NewsChannel 4 at Noon",989
"Fox 43 News at 9",225
"News 13 at 12:30",231
"Your Carolina With Jack and Megan",232
"Harold & Kumar Go to White Castle",25065
"Fox News at Ten",493
"UEFA Champions League Highlights",754
"The Late Show With Stephen Colbert",79093
"Abraham Lincoln: Vampire Hunter",249
"What Went Down",1
"News 4 WOAI Sports Sunday",1
"NBC 10 News at Noon",257
Rewind,2
"Inside the PGA Tour",2
"Good Day Columbia 5a",3
NewsFix,515
"The Queen's Castle",4
"Madam Chairman",6
"NBC 4 News",262
"NewsCenter 5 at Noon",523
"United States of Burgers",12
"The Immortalizer",12
"WAVE 3 News at 7",268
"Chicago White Sox Postgame Live",14
"Wake Up Washington at 5am",270
"Lifestyle With John Hopkins",15
"Mecum Auctions",18
"Lucky Girl",18
"wusa 9 News at 11pm",786
"Everything Is Illuminated",19
"SportZEdge Friday Night",22
"Pretty Little Liars",15126
"Good Morning Tri-State at 6am",535
"Paint My House!",27
"KOIN 6 News at 5",283
Archer,38174
"SoCal Week in Review",31
"FOX 35 NewsEdge at 6pm",287
Chéri,33
"This Means War",289
"TNT Network Preview",8738
"Action News at 11:00",38
"The Murder of Dr. Harrigan",38
"Naked and Afraid Pop-Up Edition",40231
"ABC57 News at 6P",41
"Help My Yelp",41
"ABC6 News at 5am",43
"FBN AM",815
"Regrow Hair With The Number 1 Clinically Proven System For Women",5169
"The Alligator People",51
"News 13 Midday",52
"The This Old House Hour",308
"Keeping Up Appearances",54
"ABC57 News at 4:30A",55
"Good Morning Football",12343
"Fox Primetime News at 9",825
"My Dog's Crazy Animal Friends",59
"News On 6 at 10p",571
"Good Day Maine",61
"News9 at Ten",63
"The Culpepper Cattle Company",63
"North Carolina News at 11:00PM",319
"Be Cool",833
"News 12 Nightside",67
"NBC Boston News Today at 4:30am",67
"WTOL 11 News Now This Morning",837
"WMBF News at 4:30",71
"Poker Night in America",75
"23 ABC News at 5:00am",77
"NewsChannel 8 at 5:30PM",845
"Bloomberg Technology",592
"Made of Honor",1360
"WGXA News at 5",82
"13 News at 6a",83
"Lockup: Charleston- Extended Stay",84
"Bob the Builder",342
"Fox 11 News at 10",344
"ABC World News Now",20572
"WJAC-TV News at 5:30AM",93
"Focus at 4",350
"Today in St. Louis at 4:00",350
"UFC Unleashed",1374
MotorWeek,95
"SEXY at 50!",5987
"THV11 This Morning at 4:30A",101
"Abundant Life",358
"The Gypsy Angler",104
"KARK 4 News at Noon",361
"CBS46 News at 6am",362
Enough,1902
"WSLS 10 at 6",113
"The X-Files",9329
"8 News at 6PM",123
"Joseph Prince",893
"Nothing but Trailers",1152
"Show Me St. Louis",385
"KTVU FOX 2 News at 5pm",1153
"Dirty Dancing",131
"KARE 11 News at 4pm",392
"The Doctors",12424
"West Coast Customs",138
"Rear Window",3471
"News 8 at 11",144
"Meet the Robinsons",403
"NHL Hockey",286867
"Meet the Fockers",149
"Archer's Choice With Ralph & Vicki",150
"FOX23 News This Morning",1950
"ABC15 News at 5",159
"Fox13 News: Good Day Utah 4:30AM",163
"FOX Carolina News Tonight",163
"Good Morning Washington at 5:00",423
"Beyond the Sea",170
"Eyewitness News at 9pm",170
"TODAY'S TMJ4 News Live at 4:00",172
"7 Eyewitness News at Noon",176
"Alaska's Glacier Bay",8624
"Good Day at 4:30AM",696
"Big Eyes",952
"KHQ News 11 at 11",194
"Newschannel 13 Live at Noon",198
"Channel 4 News at 4",454
"NBC 4 at 6",457
"WAVY News 10",2510
"Time to Schein",212
"12 Eyewitness News at 5:30",469
"Grown Ups 2",725
"FOX 17 News at 10:00",214
"Fox 5 News Edge at 11",1238
"3 News Now Live at 10",217
"The 33",985
"How High",1753
Mornin',219
"Nine Hours to Rama",477
"Live 5 News at 7:30",223
"Ghost Brothers",6371
"Red Bull: Air Race",4326
"Good Day at 7AM",4839
"I Am Legend",14320
"Good Morning Connecticut at 6 AM",243
